Gene_id	Ascl1_2h_1	Ascl1_2h_2	Ascl1_2h_3	Ascl1_4h_1	Ascl1_4h_2	Ascl1_4h_3	Ascl1_6h_1	Ascl1_6h_2	Ascl1_6h_3	Empty_2h_1	Empty_2h_2	Empty_2h_3	Empty_4h_1	Empty_4h_2	Empty_4h_3	Empty_6h_2	Empty_6h_3
Cfap221	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cfap298	0	0	0	0	0	0	0	0	0	0	8	3	3	0	0	0	0
Cfap299	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cfap300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cfap36	0	0	0	0	0	0	0	0	0	0	4	0	6	0	0	0	0
Cfap410	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
Cfap43	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cfap44	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cfap45	0	0	1	0	0	0	0	0	0	0	0	1	2	0	0	0	0
Cfap46	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cfap47	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cfap52	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cfap53	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cfap54	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cfap57	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cfap58	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cfap61	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cfap65	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cfap69	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cfap70	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cfap74	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	2
Cfap77	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
Cfap91	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Cfap97	0	0	0	0	0	0	0	0	0	6	15	20	35	8	17	6	80
Cfap97d1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cfap97d2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cfb	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cfc1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
Cfd	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cfdp1	0	0	0	0	0	0	0	0	0	0	2	13	25	0	2	0	12
Cfh	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0
Cfhr1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cfhr2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cfhr4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cfi	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cfl1	1	0	0	1	0	1	0	0	0	0	12	102	167	11	27	9	60
Cfl2	0	0	0	0	0	0	0	0	0	0	8	23	41	4	17	0	10
Cflar	2	0	0	0	0	0	0	0	1	0	0	0	7	1	8	0	7
Cfp	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
Cftr	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cga	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cgas	0	0	0	0	0	0	0	0	0	0	3	2	14	1	1	0	3
Cggbp1	0	0	0	0	0	0	0	1	0	1	8	18	68	15	12	1	21
Cgn	0	0	0	0	0	0	0	0	0	0	2	0	4	0	1	0	5
Cgnl1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
Cgref1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
Cgrrf1	0	0	0	0	0	0	0	0	0	0	0	0	3	2	2	0	0
Ch25h	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Chac1	0	0	0	0	0	0	0	0	0	0	0	1	4	0	4	0	8
Chac2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Chad	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Chadl	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Chaf1a	0	0	0	1	0	1	0	0	9	0	78	12	30	5	12	3	23
Chaf1b	0	0	0	0	0	0	0	0	0	0	4	2	17	2	2	0	18
Champ1	0	0	0	0	0	0	0	0	0	0	27	41	63	2	20	4	16
Chat	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Chchd1	1	0	0	0	4	0	0	0	0	0	29	20	44	5	10	0	23
Chchd10	0	0	0	0	0	0	0	0	0	0	5	43	84	10	16	0	20
Chchd2	0	5	13	2	1	8	7	0	18	20	110	134	296	35	73	39	453
Chchd3	0	0	0	0	0	0	0	0	0	0	1	10	14	4	5	0	5
Chchd4	0	0	0	0	0	0	0	0	0	0	14	11	41	3	9	3	30
Chchd5	0	0	7	0	0	0	0	0	0	1	7	6	8	0	2	0	3
Chchd6	0	0	0	0	0	0	0	0	0	0	1	5	0	1	0	0	0
Chchd7	0	0	0	0	0	0	0	0	0	0	0	5	23	0	6	0	1
Chd1	0	0	0	0	0	0	0	2	0	2	76	22	80	7	14	3	26
Chd1l	0	0	0	0	0	0	0	0	0	0	0	3	1	1	1	0	2
Chd2	0	0	2	0	0	0	0	0	0	0	58	32	51	3	15	0	13
Chd3	0	0	0	0	0	0	0	0	0	0	0	8	9	1	0	1	6
Chd4	1	0	0	2	1	0	0	0	0	31	67	48	63	5	27	2	32
Chd5	0	0	0	0	0	0	0	2	0	9	5	2	1	2	2	4	0
Chd6	0	0	0	0	3	3	0	0	0	0	25	8	13	2	3	2	0
Chd7	0	0	0	0	0	1	0	0	0	0	6	14	25	1	0	0	0
Chd8	0	0	1	0	0	1	0	2	0	7	18	3	41	3	8	1	13
Chd9	1	1	3	4	0	3	0	0	0	27	220	68	80	12	39	2	32
Chdh	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Chek1	0	0	0	0	0	0	0	0	0	0	4	5	4	3	0	1	7
Chek2	0	0	0	0	0	0	0	0	0	0	2	5	14	0	4	0	0
Cherp	0	0	0	0	0	6	0	0	0	0	27	6	31	6	16	11	31
Chfr	0	1	0	6	1	0	0	0	0	0	18	4	18	6	3	0	3
Chga	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
Chgb	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Chia1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Chic1	0	5	0	0	0	4	0	0	0	12	39	28	36	1	7	4	5
Chic2	0	0	0	0	0	0	0	0	0	0	8	3	29	0	7	2	12
Chid1	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0
Chil1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Chil3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Chil4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Chil5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Chil6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Chit1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Chka	1	0	0	0	4	8	0	0	0	8	105	43	105	9	40	3	34
Chkb	0	0	0	0	0	0	0	0	0	0	1	1	9	1	4	0	7
Chl1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Chm	0	0	0	0	0	0	0	0	0	0	1	12	3	6	10	0	22
Chml	0	0	0	0	0	4	0	0	0	1	8	3	13	1	6	0	0
Chmp1a	0	0	0	0	0	0	0	1	0	0	10	14	43	1	8	5	51
Chmp1b	0	0	0	0	0	0	0	0	0	0	0	1	6	1	1	0	0
Chmp2a	0	0	0	0	0	0	0	0	0	0	17	20	25	4	14	0	10
Chmp2b	0	0	0	0	0	0	0	0	0	0	5	3	11	1	3	0	5
Chmp3	1	0	0	0	0	0	0	0	0	0	43	9	11	1	1	0	10
Chmp4b	0	0	0	0	0	0	0	1	0	0	4	9	45	2	14	3	8
Chmp4c	0	0	0	0	0	5	0	0	0	0	7	4	15	0	8	0	2
Chmp5	0	0	0	0	0	0	0	0	0	0	0	3	9	0	1	1	8
Chmp6	0	0	0	0	0	0	0	0	0	0	1	5	4	0	0	0	0
Chmp7	0	0	0	0	0	0	0	0	0	0	0	0	3	0	1	0	4
Chn1	0	0	0	0	0	0	0	0	0	0	5	7	6	0	2	0	0
Chn1os1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Chn1os3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Chn2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Chodl	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Chordc1	0	0	3	0	1	0	0	0	0	15	19	22	53	2	12	4	30
Chp1	0	0	0	0	0	0	0	0	0	0	0	2	1	1	1	0	2
Chp2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Chpf	0	0	2	0	0	0	0	0	0	0	15	17	25	3	7	0	3
Chpf2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	3	0	2
Chpt1	0	4	0	0	0	0	0	0	0	0	1	0	30	0	3	0	0
Chrac1	1	0	0	0	0	0	0	0	0	0	17	11	30	4	4	0	4
Chrd	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Chrdl1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Chrdl2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Chrm1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Chrm2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Chrm3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Chrna1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Chrna10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9
Chrna1os	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0
Chrna2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Chrna3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Chrna4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Chrna5	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0
Chrna6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Chrna7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Chrna9	0	0	0	0	0	0	0	0	0	0	14	7	13	3	5	0	4
Chrnb1	0	0	0	0	0	0	0	0	0	0	2	5	0	1	0	0	0
Chrnb2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Chrnb3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Chrnb4	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
Chrnd	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Chrne	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Chrng	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Chst1	0	0	0	0	0	0	0	0	0	0	0	0	7	1	0	3	0
Chst10	0	0	0	0	0	0	0	0	0	0	0	5	7	0	8	2	1
Chst11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Chst12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5
Chst13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Chst14	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
Chst15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Chst2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1
Chst3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Chst4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Chst5	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0
Chst7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Chst8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Chst9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Chsy1	0	0	0	0	0	0	0	0	0	0	5	3	16	1	3	3	10
Chsy3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Chtf18	0	0	0	0	0	0	0	0	0	0	1	1	14	0	0	2	1
Chtf8	0	0	0	0	0	0	0	0	0	11	10	16	37	8	10	5	34
Chtop	0	0	0	0	1	0	0	2	0	2	6	10	42	7	8	2	16
Chuk	0	0	0	0	0	0	0	0	0	0	0	0	9	0	1	0	0
Churc1	0	0	0	0	0	0	0	0	0	0	28	0	10	1	0	0	0
Ciao1	0	0	0	0	0	0	0	0	0	0	0	3	9	0	1	1	3
Ciao2a	0	0	0	0	0	0	0	0	0	0	0	1	6	1	1	3	6
Ciao2b	0	0	0	0	0	0	0	2	0	0	0	3	9	0	2	0	2
Ciao3	0	0	0	0	0	0	0	0	0	2	5	8	3	1	3	0	0
Ciapin1	0	15	0	8	0	1	0	1	0	0	23	70	107	6	28	1	78
Ciart	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	4
Cib1	0	0	0	0	1	0	0	0	0	0	1	1	7	0	1	0	7
Cib2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
Cib3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cib4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cibar1	0	0	0	0	0	0	0	0	0	0	16	2	8	3	6	1	28
Cibar2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cic	0	0	5	0	0	0	0	0	2	0	16	22	40	3	5	0	1
Cidea	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cideb	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cidec	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ciita	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cilk1	0	0	0	0	0	0	0	0	2	0	29	7	1	2	0	0	6
Cilp	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cilp2	2	0	0	0	0	0	0	0	0	0	0	1	6	0	7	6	23
Cinp	0	0	0	0	2	0	0	0	0	10	30	4	8	1	1	0	0
Cip2a	2	0	2	8	0	14	0	8	0	3	80	33	75	12	13	2	7
Cipc	0	0	0	0	0	0	0	0	0	0	18	7	42	3	4	0	16
Cir1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cirbp	0	0	0	0	0	0	0	0	0	2	23	9	32	3	5	5	10
Cisd1	0	0	0	0	0	0	0	0	0	0	31	12	13	0	4	3	12
Cisd2	0	0	0	0	0	0	0	0	0	0	20	16	9	3	15	0	17
Cisd3	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0
Cish	0	0	0	0	0	0	0	0	0	0	0	0	7	0	3	0	0
Cit	1	1	0	1	0	0	0	1	3	10	40	29	68	5	18	2	14
Cited1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cited2	0	0	0	0	0	0	0	0	0	0	14	24	57	5	9	0	0
Cited4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ciz1	0	0	0	0	1	0	0	0	0	0	55	0	2	1	0	0	4
CJ186046Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CK137956	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ckap2	0	0	0	0	0	0	0	0	0	0	2	0	2	0	2	0	0
Ckap2l	0	0	0	0	0	0	0	0	0	0	3	0	5	0	1	0	0
Ckap4	0	0	0	1	0	0	0	0	0	9	16	35	51	4	13	2	39
Ckap5	0	0	0	2	0	0	0	0	1	4	59	38	36	7	16	0	10
Ckb	2	0	0	0	0	2	0	0	0	3	20	6	24	1	1	0	0
Ckb-ps2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cklf	0	1	0	2	0	0	0	0	0	0	8	19	30	0	4	1	1
Ckm	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ckmt1	0	0	0	0	0	0	0	0	0	8	0	1	4	0	3	0	4
Ckmt2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cks1b	0	0	0	0	0	0	0	0	0	0	18	9	46	5	15	7	71
Cks1brt	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cks2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1
Clasp1	1	0	0	0	0	0	0	0	7	7	73	11	60	5	24	0	5
Clasp2	1	6	0	0	0	0	0	0	0	0	51	22	39	8	20	10	9
Clasrp	0	0	0	0	0	0	0	0	0	0	8	12	19	3	6	0	0
Clba1	0	0	0	0	0	0	0	0	0	0	6	0	0	0	3	0	0
Clca1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Clca2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Clca3a1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
Clca3a2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Clca3b	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Clca4a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Clca4b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Clcc1	0	0	0	4	0	0	0	2	0	0	22	11	9	2	5	0	1
Clcf1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Clcn1	0	0	0	0	0	1	0	0	0	0	2	1	0	1	1	0	0
Clcn2	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0
Clcn3	0	0	0	0	0	0	0	0	0	0	50	9	32	8	14	2	19
Clcn4	0	0	0	0	0	0	0	0	0	0	0	5	4	0	0	2	0
Clcn5	0	0	0	0	0	0	0	0	0	0	9	2	4	0	2	0	1
Clcn6	0	0	6	0	0	0	0	0	0	0	11	5	13	1	2	1	1
Clcn7	0	1	0	0	0	0	0	0	0	0	0	0	7	3	3	0	2
Clcnka	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Clcnkb	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cldn1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cldn10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cldn11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cldn12	0	0	0	0	0	0	0	0	0	0	0	2	9	0	3	0	0
Cldn13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cldn14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cldn15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cldn16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cldn17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cldn18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cldn19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cldn2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cldn20	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0
Cldn22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cldn23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cldn3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cldn34a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cldn34b1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cldn34b2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cldn34b3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cldn34b4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cldn34c1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cldn34c2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cldn34c3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cldn34c4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cldn34d	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cldn4	0	0	5	0	0	0	0	0	0	0	0	1	14	2	0	2	2
Cldn5	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
Cldn6	0	0	0	0	0	0	0	0	0	0	0	1	6	0	0	0	6
Cldn7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cldn8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cldn9	0	0	0	0	0	0	0	0	0	0	0	1	5	0	0	0	0
Cldnd1	0	0	0	0	0	0	0	0	0	0	21	8	10	0	2	0	1
Cldnd2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Clec10a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Clec11a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Clec12a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Clec12b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Clec14a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Clec16a	0	0	0	0	0	0	0	0	0	0	9	0	1	1	2	0	4
Clec18a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Clec1a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Clec1b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Clec2d	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Clec2e	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Clec2f	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Clec2g	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Clec2h	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Clec2i	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Clec2l	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0
Clec2m	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Clec3b	0	0	0	0	0	0	0	0	0	0	0	0	3	0	1	0	0
Clec4a1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Clec4a2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Clec4a3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Clec4a4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Clec4b1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Clec4b2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Clec4d	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Clec4e	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Clec4f	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Clec4g	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Clec4n	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Clec5a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Clec7a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Clec9a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Clgn	0	0	0	0	0	0	0	0	0	0	4	0	6	0	1	1	0
Clhc1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Clic1	0	0	0	0	0	0	0	0	0	0	0	2	6	0	2	0	12
Clic3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Clic4	0	0	0	0	0	0	0	0	0	0	9	1	11	1	7	0	0
Clic5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Clic6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Clint1	0	0	0	0	0	0	0	0	0	9	47	34	44	8	16	10	13
Clip1	0	0	0	0	0	0	0	0	0	0	11	6	3	3	1	0	3
Clip2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Clip3	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	2
Clip4	1	0	0	0	0	0	0	0	0	0	22	10	11	4	7	0	2
Clk1	1	0	0	0	0	0	0	3	0	1	13	9	41	6	7	1	16
Clk2	0	1	0	3	0	5	0	0	0	1	58	15	33	9	17	0	5
Clk3	0	6	0	0	0	0	0	0	0	0	17	1	7	2	3	1	3
Clk4	2	0	5	5	0	2	0	0	0	0	72	59	67	9	33	4	17
Clmn	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0
Clmp	0	0	0	0	0	0	0	0	1	1	41	10	64	6	5	7	17
Cln3	0	0	0	0	0	0	0	0	0	0	0	6	17	1	2	1	2
Cln5	0	0	0	0	0	0	0	0	0	0	0	6	7	0	1	0	2
Cln6	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0
Cln8	0	0	0	0	0	3	0	0	0	0	0	4	12	0	7	3	27
Clnk	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Clnkos	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Clns1a	0	0	0	0	0	0	0	0	0	0	20	13	24	1	13	0	2
Clock	1	0	0	0	0	1	0	0	0	0	4	7	16	2	4	0	1
Clp1	0	0	7	0	0	0	0	0	0	0	9	9	12	4	7	0	4
Clpb	2	0	0	0	0	0	0	0	0	0	17	2	18	4	2	0	7
Clpp	0	1	0	0	0	0	0	0	0	11	2	16	31	4	3	0	6
Clps	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Clpsl2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Clptm1	0	0	0	0	0	0	0	0	0	0	3	6	14	2	11	0	0
Clptm1l	0	0	0	0	0	0	0	0	0	0	0	1	5	3	4	0	7
Clpx	0	0	0	0	0	0	0	0	0	0	3	4	5	0	3	0	7
Clrn1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Clrn2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Clrn3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Clspn	0	0	0	0	0	4	0	0	0	0	20	14	53	4	22	1	14
Clstn1	2	0	0	0	0	0	0	0	0	0	0	2	14	3	3	0	0
Clstn2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Clstn3	0	0	0	0	0	0	0	0	0	0	0	1	4	0	0	0	8
Clta	1	0	0	0	0	2	0	0	0	1	7	40	73	4	12	11	42
Cltb	0	0	0	0	0	0	0	0	0	0	0	14	16	0	0	1	6
Cltc	0	0	0	0	0	0	0	0	0	0	2	18	66	3	17	3	41
Cltrn	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Clu	0	0	0	0	0	0	0	0	0	0	0	2	5	0	3	0	1
Cluap1	0	0	0	0	0	0	0	0	0	0	8	6	23	1	6	0	8
Cluh	0	0	0	0	0	9	0	0	0	1	37	38	52	2	6	7	26
