gene_id	gene_name	Ascl1_ASV_REP1	Ascl1_ASV_REP2	Ascl1_ASV_REP3	Ascl1_nonInduced_REP1	Ascl1_nonInduced_REP2	Ascl1_nonInduced_REP3	Empty_ASV_REP1	Empty_ASV_REP2	Empty_ASV_REP3	Empty_nonInduced_REP1	Empty_nonInduced_REP2	Empty_nonInduced_REP3	NeuroD1_ASV_REP1	NeuroD1_ASV_REP2	NeuroD1_ASV_REP3	NeuroD1_nonInduced_REP1	NeuroD1_nonInduced_REP2	NeuroD1_nonInduced_REP3
4931402G19Rik	4931402G19Rik	0	0.012047	0.015736	0.01216	0.013771	0	0	0.022115	0.010584	0	0	0	0.014204	0.010915	0.023548	0.02136	0.024953	0
4931403E22Rik	4931403E22Rik	0	0	0.065055	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4931403G20Rik	4931403G20Rik	0.160107	0.049912	0.067897	0.05739	0.019017	0.06746	0	0.026904	0.077728	0.050488	0	0.038737	0.028215	0	0.041646	0.029429	0.042927	0
4931406B18Rik	4931406B18Rik	0	0	0	0	0	0	0	0.005258	0	0.006578	0.006356	0.005561	0.011028	0.011172	0	0.005751	0.006162	0
4931406C07Rik	4931406C07Rik	10.662272	10.561064	10.246962	16.775633	17.616618	18.840319	13.66428	12.877177	14.073943	16.960781	16.707547	17.240413	14.224879	12.413069	12.571371	15.615243	18.251114	15.666239
4931406H21Rik	4931406H21Rik	0.007169	0.020114	0.007537	0.038223	0.038319	0.047575	0.017188	0.016263	0.02876	0.027128	0.026213	0.045866	0	0.011519	0.006164	0.01186	0.006353	0
4931406P16Rik	4931406P16Rik	32.819021	27.95525	29.966983	19.469517	21.561507	20.414146	15.539323	15.846427	17.717623	16.83121	18.267311	18.385546	17.685529	15.138586	15.752883	12.522245	17.400583	7.418246
4931408C20Rik	4931408C20Rik	0	0	0.006663	0	0	0.006009	0	0	0	0.005996	0.005794	0	0	0.005092	0	0	0	0
4931408D14Rik	4931408D14Rik	0.036833	0.025835	0.058084	0.024547	0.049218	0.017459	0.007359	0.006963	0.014776	0.034845	0.008417	0.027673	0.021907	0.014796	0.047502	0.02285	0.024482	0.007812
4931409K22Rik	4931409K22Rik	0.021377	0	0.06742	0.018996	0.068556	0.030399	0.059795	0.024247	0.035659	0.050453	0.065002	0.034191	0.016953	0.035705	0.045948	0.026523	0.037889	0.018135
4931414P19Rik	4931414P19Rik	5.007067	5.034929	4.576792	6.831402	7.661718	7.319748	5.205622	4.456282	5.181666	7.147054	6.723762	7.308617	6.922439	6.025011	5.704967	5.314443	6.81311	5.769983
4931417E11Rik	4931417E11Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4931419H13Rik	4931419H13Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4931420L22Rik	4931420L22Rik	0	0	0	0	0	0	0	0	0	0	0	0.039476	0	0	0	0	0	0
4931423N10Rik	4931423N10Rik	0	0	0	0	0	0.015403	0.038955	0	0	0.01537	0	0	0	0.026106	0	0.013439	0.014399	0.027566
4931428F04Rik	4931428F04Rik	5.864745	5.305453	5.297976	3.365559	3.613303	3.081823	2.85961	3.01207	3.108657	2.815692	3.510967	3.038454	3.956607	3.612075	3.601968	2.063163	2.829156	1.577485
4931428L18Rik	4931428L18Rik	0.030647	0	0	0.027233	0	0.029054	0.024493	0.069523	0	0.028993	0.05603	0.098036	0.024304	0.073864	0.026349	0.101399	0.05432	0
4931429I11Rik	4931429I11Rik	0	0.017169	0.019299	0	0.009812	0	0.014671	0.027763	0	0.008683	0	0	0.007279	0	0.007892	0	0.016269	0
4931429L15Rik	4931429L15Rik	0.014475	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4931429P17Rik	4931429P17Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4931430N09Rik	4931430N09Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4931431B13Rik	4931431B13Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4931431C16Rik	4931431C16Rik	0.041723	0.038938	0.032828	0	0	0	0.016663	0.015781	0.016756	0.009847	0	0	0	0.008362	0.017908	0.026258	0.036898	0
4931431F19Rik	4931431F19Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4931440F15Rik	4931440F15Rik	0.189465	0.076085	0.102746	0.160691	0.12469	0.111234	0.114612	0.095609	0.137438	0.074901	0.100531	0.109046	0.078005	0.101742	0.196621	0.14532	0.113456	0.022193
4931440J10Rik	4931440J10Rik	0.040353	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4931440P22Rik	4931440P22Rik	0.874002	0.27062	0.371811	0.242856	0.378069	0.335287	0.253071	0.170183	0.438541	0.212858	0.220428	0.282836	0.229475	0.205881	0.138216	0.199458	0.242195	0.150013
4932411E22Rik	4932411E22Rik	0	0.020034	0	0	0	0	0	0	0	0	0	0	0.008494	0	0	0	0	0
4932411N23Rik	4932411N23Rik	0	0	0	0	0	0	0	0	0	0	0	0	0.006062	0	0	0	0	0
4932412D23Rik	4932412D23Rik	0	0.031375	0.028216	0.017887	0.057382	0.019083	0.042899	0.040589	0.032301	0.063475	0.049068	0.032195	0.026605	0.016172	0.011538	0.0555	0.011893	0.011384
4932413F04Rik	4932413F04Rik	0	0	0.010812	0	0.010994	0	0	0	0.008252	0.00973	0	0	0	0	0	0	0.009115	0
4932414J04Rik	4932414J04Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4932414N04Rik	4932414N04Rik	0	0	0	0	0	0	0	0	0	0	0	0.006097	0	0	0	0	0	0
4932415M13Rik	4932415M13Rik	0.01839	0.017199	0	0	0	0	0.014697	0	0	0	0	0	0	0	0	0	0	0
4932416H05Rik	4932416H05Rik	0.623623	0.591014	0.454014	0.460575	0.593952	0.483187	0.351015	0.305294	0.347065	0.460818	0.561611	0.364745	0.457085	0.456824	0.41974	0.344717	0.385672	0.123737
4932416K20Rik	4932416K20Rik	0	0	0	0	0	0	0.006253	0	0	0	0	0	0	0	0	0	0	0
4932418E24Rik	4932418E24Rik	0.133929	0.175354	0.122025	0.214216	0.505867	0.177755	0.107035	0.18229	0.143275	0.143592	0.146911	0.20707	0.035403	0.064558	0.030706	0.096009	0.11869	0.015149
4932429P05Rik	4932429P05Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4932435O22Rik	4932435O22Rik	0	0	0.008627	0	0	0	0	0	0	0	0	0	0.006508	0	0	0.006788	0	0
4932438A13Rik	4932438A13Rik	9.771989	5.928077	7.584023	7.280741	7.738281	6.663347	3.668144	4.098732	4.659642	4.207426	6.963444	6.125097	3.769755	2.475104	4.619055	3.602137	6.341859	1.242207
4932438H23Rik	4932438H23Rik	0	0	0	0	0	0	0	0.008947	0	0	0	0	0.009384	0	0	0.009787	0.010486	0
4932441J04Rik	4932441J04Rik	0.217363	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4932443I19Rik	4932443I19Rik	0.048712	0	0	0	0	0	0	0.036834	0	0	0	0	0.03863	0	0	0	0	0
4932702P03Rik	4932702P03Rik	0	0.313837	0	0	0	0.452579	0.263968	0	0.094606	0.143053	0	0.22724	1.121989	0.492462	0.864751	0.218528	0	0
4933400A11Rik	4933400A11Rik	0	0.074052	0	0	0	0.025022	0.021094	0	0	0.024969	0.024127	0.105539	0.041862	0	0	0.065496	0.023391	0.022391
4933400B14Rik	4933400B14Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4933400C23Rik	4933400C23Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4933400F21Rik	4933400F21Rik	0.023088	0	0.040454	0.020516	0	0	0	0.023278	0	0.00728	0.04221	0.018464	0.012206	0	0.006617	0.006366	0.00682	0.026115
4933400L20Rik	4933400L20Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4933401B06Rik	4933401B06Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4933401D09Rik	4933401D09Rik	0.024062	0.022503	0.025296	0	0	0	0.096394	0.036389	0.038611	0	0	0	0.019081	0.019331	0	0	0.042648	0
4933401H06Rik	4933401H06Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4933402C06Rik	4933402C06Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4933402D24Rik	4933402D24Rik	0.549613	0.401568	0.343071	0.213668	0.036721	0.081413	0.137264	0.194811	0.165365	0.016248	0.109902	0.027471	0.136206	0.068992	0.23627	0.099447	0.167433	0.043711
4933402E13Rik	4933402E13Rik	2.947539	2.773694	2.61081	1.296226	1.253935	1.197571	0.721116	0.420747	0.67569	1.42266	1.207018	1.301325	1.598071	1.809748	1.582572	1.282751	1.572629	1.135415
4933402J07Rik	4933402J07Rik	0	0	0	0	0	0	0.080228	0	0.026848	0	0	0	0	0	0	0	0	0
4933402J10Rik	4933402J10Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4933402J15Rik	4933402J15Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4933402N03Rik	4933402N03Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4933402N22Rik	4933402N22Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4933402P03Rik	4933402P03Rik	0	0	0	0	0	0	0.015144	0	0.030408	0	0	0	0	0	0.016292	0	0	0
4933403O08Rik	4933403O08Rik	0	0.019048	0.021412	0	0	0	0	0.015401	0	0	0	0.032576	0	0	0.052533	0	0	0
4933404G15Rik	4933404G15Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4933404K08Rik	4933404K08Rik	0	0	0	0	0	0	0	0.016519	0	0	0	0	0	0	0	0.01807	0	0
4933404K13Rik	4933404K13Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.039455	0
4933404O12Rik	4933404O12Rik	8.587285	7.309158	7.785063	11.028909	12.755077	11.9708	7.61307	8.065483	8.954058	10.189153	11.72058	11.327034	9.89786	8.781439	8.315672	8.201499	11.362942	6.966265
4933405D12Rik	4933405D12Rik	0.099869	0	0	0	0.10676	0	0.039907	0	0.160257	0	0	0	0.0396	0	0	0	0	0.042361
4933405E24Rik	4933405E24Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4933405L10Rik	4933405L10Rik	0.177571	0.221423	0.062226	0.236684	0.316371	0.168341	0.118261	0.335682	0.49865	0.447959	0.243479	0.236677	0.211228	0.427974	0.381674	0.244797	0.340961	0.225956
4933405O20Rik	4933405O20Rik	0.023752	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4933406C10Rik	4933406C10Rik	0.018703	0	0	0	0.019993	0	0	0	0	0.05308	0.017097	0	0	0	0	0.01547	0	0.031732
4933406D12Rik	4933406D12Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4933406F09Rik	4933406F09Rik	0.0248	0	0.026072	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4933406G16Rik	4933406G16Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4933406I18Rik	4933406I18Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4933406J08Rik	4933406J08Rik	0.083394	0.09099	0.116896	0.321118	0.416026	0.408475	0.288808	0.336319	0.412613	0.683733	0.64797	0.566881	0.606228	0.602981	0.501899	0.448368	0.455752	0.212236
4933406J10Rik	4933406J10Rik	0	0	0	0.062543	0.03762	0	0	0	0.028236	0	0	0	0.027908	0	0	0	0.031188	0
4933406K04Rik	4933406K04Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4933406M09Rik	4933406M09Rik	0.017017	0.015915	0	0.120972	0.163722	0.032265	0.0136	0.025736	0.191149	0.225379	0.155556	0.068045	0.02699	0.027343	0.160939	0.028152	0.060324	0.043308
4933407E24Rik	4933407E24Rik	0.047812	0	0.050264	0	0	0	0	0.012051	0	0	0	0	0	0	0	0	0.028248	0
4933407G14Rik	4933407G14Rik	0	0	0	0	0	0.024231	0	0	0	0	0	0	0	0	0	0	0	0
4933407I05Rik	4933407I05Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4933407K13Rik	4933407K13Rik	2.225846	2.553695	2.200833	1.588189	1.627562	1.780685	1.692907	1.345233	1.646457	1.534252	1.739682	1.541825	1.26645	1.070269	1.458405	1.218282	1.429942	0.645791
4933407L21Rik	4933407L21Rik	0	0.053876	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4933408B17Rik	4933408B17Rik	0.073483	0.080177	0.051502	0	0.065461	0.023221	0.039151	0.064826	0.009826	0	0.011195	0.048972	0.077699	0.019679	0.031589	0.01013	0.054269	0.020779
4933408J17Rik	4933408J17Rik	0.112531	0.075172	0.084502	0.19999	0.103111	0.167644	0.141325	0.06078	0.219271	0.121664	0.102866	0.141418	0.127486	0.038746	0.027643	0.226053	0.04274	0.05455
4933408N05Rik	4933408N05Rik	0.058257	0.018161	0	0.12079	0.062277	0.055229	0.201754	0.22026	0.233709	0.110224	0.230765	0.155297	0.046199	0.046803	0.133567	0.016062	0.034419	0.016474
4933409G03Rik	4933409G03Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4933409K07Rik	4933409K07Rik	0.060161	0.070336	0.122309	0.048962	0.040864	0.03991	0.017342	0.005026	0.082212	0.04674	0.037075	0.005112	0.035056	0.030518	0.042843	0.009948	0.026017	0.023424
4933411E08Rik	4933411E08Rik	0	0	0	0	0	0	0	0	0	0	0.016262	0.028453	0	0	0	0	0	0
4933411G06Rik	4933411G06Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4933411K16Rik	4933411K16Rik	0.112364	0.105085	0.25988	0.039939	0.048047	0.191742	0.16164	0.016993	0.072123	0.148817	0.020543	0.089859	0.106929	0.072217	0.077285	0.018588	0.039832	0
4933412E12Rik	4933412E12Rik	4.72892	5.000753	5.098538	1.36107	1.228225	1.455118	1.798324	2.072595	1.482018	1.319543	1.472935	0.968322	1.433984	1.597441	1.752267	0.806559	0.988058	1.239546
4933412E24Rik	4933412E24Rik	0	0	0	0.015292	0	0	0	0	0	0	0	0	0	0.013826	0	0	0	0
4933412O06Rik	4933412O06Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4933413G19Rik	4933413G19Rik	0.03072	0	0.032296	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4933413J09Rik	4933413J09Rik	0.115437	0.084825	0.060679	0.065942	0.026443	0.031268	0.039538	0.043645	0.072772	0.031201	0.045224	0.006594	0.039233	0.04637	0.049625	0.00682	0.007307	0.020985
4933413L06Rik	4933413L06Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4933415F23Rik	4933415F23Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4933416C03Rik	4933416C03Rik	0.038722	0.024142	0.094985	0.034408	0.082787	0.085655	0.051577	0.0488	0.031068	0.024421	0.023597	0.051611	0.081886	0.155543	0.066584	0.032029	0.034316	0.01095
4933416E03Rik	4933416E03Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4933416I08Rik	4933416I08Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4933416M06Rik	4933416M06Rik	0	0	0.026273	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4933416M07Rik	4933416M07Rik	1.104554	1.491522	0.769701	1.400761	0.924927	1.780346	0.782199	0.513504	0.944548	0.612314	1.262881	1.050908	1.349772	0.882129	1.580719	0.994571	1.414643	0.963735
4933417A18Rik	4933417A18Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4933417D19Rik	4933417D19Rik	0.211368	0.123547	0.138881	0.093911	0.084732	0.050095	0.063346	0.119872	0.105992	0.124973	0.096607	0.063388	0.062858	0.16981	0.318023	0.087417	0.140489	0.224135
4933417E11Rik	4933417E11Rik	0	0.143478	0	0	0	0	0	0.023202	0	0	0	0.049076	0	0.049301	0.052761	0.02538	0	0
4933417G07Rik	4933417G07Rik	0	0	0	0.032327	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4933417O13Rik	4933417O13Rik	0.020271	0	0.021311	0	0	0	0	0.030657	0.048793	0	0	0	0.016076	0	0.052286	0.016767	0	0
4933421I07Rik	4933421I07Rik	0	0	0	0	0	0.021836	0	0	0	0	0	0	0	0	0	0	0	0
4933421O10Rik	4933421O10Rik	0.409547	0.383016	0.513644	0.134077	0.168978	0.12942	0.212462	0.184724	0.14412	0.19032	0.091951	0.218348	0.170938	0.207805	0.154437	0.178293	0.095513	0.14019
4933422A05Rik	4933422A05Rik	0	0.021872	0	0	0.025001	0	0.037382	0	0.037529	0.022125	0	0	0.018547	0.037578	0	0.019345	0	0.01984
4933424G05Rik	4933424G05Rik	0	0	0	0	0	0.016402	0	0.013083	0	0	0	0.013837	0.013721	0.0278	0	0.028622	0	0
4933424G06Rik	4933424G06Rik	0.058988	0.027583	0	0	0.063058	0	0.117856	0.044604	0.023664	0.139508	0.053921	0.023587	0.046779	0.023695	0.025358	0	0.026138	0
4933425B07Rik	4933425B07Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4933425L06Rik	4933425L06Rik	0	0	0.028519	0	0	0	0	0	0.021765	0	0.012399	0.032542	0	0.010897	0	0.011219	0	0
4933427D06Rik	4933427D06Rik	0.730929	0.652969	0.665199	0.746443	0.594768	0.723964	0.357466	0.296974	0.26259	0.608906	0.668151	0.601985	0.596949	0.499573	0.534634	0.360948	0.444733	0.342423
4933427D14Rik	4933427D14Rik	3.193665	3.502341	3.097672	2.438104	2.641803	2.613163	2.13202	1.99328	2.36411	2.050136	2.403844	2.478015	2.21608	1.9294	2.037566	1.671993	2.251874	1.096605
4933427E11Rik	4933427E11Rik	0.026832	0.075281	0.084625	0.023843	0.028683	0.050875	0.042888	0	0.150698	0	0.073583	0.042916	0.170229	0.043113	0.046139	0.066583	0.023779	0
4933427E13Rik	4933427E13Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4933427G17Rik	4933427G17Rik	0	0	0.066608	0	0	0	0.012659	0	0.012709	0	0	0	0	0	0.013618	0	0.014037	0
4933427I22Rik	4933427I22Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4933428C19Rik	4933428C19Rik	0	0.085178	0.143624	0.040466	0	0	0.036394	0.103305	0	0	0	0.036418	0.108341	0	0	0	0	0
4933428G20Rik	4933428G20Rik	0.354391	0.24241	0.145768	0.189218	0.173641	0.065783	0.163801	0.053344	0.248623	0.190517	0.083682	0.255231	0.090271	0.149286	0.098178	0.038625	0.104719	0.057108
4933429K18Rik	4933429K18Rik	0.033812	0.031622	0	0.030045	0	0	0	0	0	0.031987	0.092724	0	0	0.027164	0.058141	0	0	0
4933429O19Rik	4933429O19Rik	0	0	0	0	0	0	0.014991	0	0	0	0.051438	0	0	0	0	0	0	0
4933430H16Rik	4933430H16Rik	0	0	0	0	0	0	0	0.016436	0	0	0	0	0	0	0	0	0	0
4933430I17Rik	4933430I17Rik	0.573679	0.504954	0.337029	0.569743	0.613261	0.671827	0.674233	0.574141	0.59566	0.55867	0.832881	0.728651	0.669033	0.637106	0.594778	0.572214	0.77756	0.744311
4933430M04Rik	4933430M04Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4933430N04Rik	4933430N04Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4933431E20Rik	4933431E20Rik	0.767393	0.891294	0.701299	0.396661	0.471833	0.394665	0.525112	0.47029	0.539254	0.507707	0.398889	0.361045	0.628514	0.584283	0.582165	0.286263	0.395597	0.344652
4933431G14Rik	4933431G14Rik	0.018216	0	0	0	0	0	0	0	0.06128	0.024084	0.023272	0	0	0	0	0	0.022562	0
4933432G23Rik	4933432G23Rik	0	0	0	0	0	0	0	0.099961	0	0.083372	0	0	0	0	0	0	0	0
4933432I03Rik	4933432I03Rik	0	0	0.03353	0	0	0	0	0	0.02559	0.060345	0.029155	0	0	0.025623	0.027422	0	0	0.027057
4933432I09Rik	4933432I09Rik	0.046438	0.04343	0.07323	0	0.021963	0	0	0	0	0	0	0	0	0.018654	0	0	0	0
4933432K03Rik	4933432K03Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4933433C11Rik	4933433C11Rik	0.153443	0.041001	0.092179	0.311656	0.585823	0.394841	0.262779	0.232057	0.193463	0.373267	0.36068	0.368134	0.208602	0.28177	0.207312	0.344499	0.427379	0.334721
4933433F19Rik	4933433F19Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4933433G08Rik	4933433G08Rik	0	0	0	0.014401	0	0	0.025905	0	0	0	0	0	0	0.01302	0	0	0	0.027497
4933433G15Rik	4933433G15Rik	0.057289	0.053578	0	0.178175	0.091863	0.054312	0	0.129961	0	0.189688	0.104738	0.045815	0.045432	0.161089	0.172395	0.023693	0.076156	0.1701
4933433G19Rik	4933433G19Rik	0.127578	0.029828	0.03353	0.085023	0.204569	0.060473	0.050979	0.048235	0.076769	0.120689	0.087466	0.025506	0.075879	0.15375	0.191951	0.158339	0.197856	0.027057
4933433H22Rik	4933433H22Rik	0.016807	0	0.053008	0	0	0	0	0	0	0	0.015364	0	0.013328	0.013503	0	0	0	0
4933434E20Rik	4933434E20Rik	20.142945	24.293806	23.272715	20.275035	20.127503	23.094251	25.391837	22.539121	24.266172	27.251864	21.491905	22.456231	18.800531	20.138431	20.537411	19.544579	16.466262	21.560858
4933436E23Rik	4933436E23Rik	0	0	0	0	0	0.02848	0	0	0	0	0	0	0	0	0	0	0	0
4933436H12Rik	4933436H12Rik	0.020161	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4933436I01Rik	4933436I01Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4933438B17Rik	4933438B17Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4933438K21Rik	4933438K21Rik	0.932114	0.67056	0.734943	1.624692	1.494641	1.427458	1.346616	1.301226	1.337533	1.339647	1.802426	1.548195	1.3078	1.26728	1.833977	1.171325	1.175542	1.246926
4933439C10Rik	4933439C10Rik	0.127799	0.343759	0.167836	0.127568	0.170475	0.165395	0.102371	0.10854	0.115813	0.135483	0.249608	0.103149	0.137767	0.051469	0.054851	0.079477	0.169769	0.121557
4933439K11Rik	4933439K11Rik	0.037433	0.070016	0.039353	0.166314	0.200079	0.177436	0.329076	0.226444	0.270304	0.141648	0.171089	0.299357	0.059371	0.270658	0.225285	0.216739	0.26539	0.317552
4933440J02Rik	4933440J02Rik	0	0	0	0	0	0	0	0	0	0.027371	0	0.023138	0	0.023244	0	0	0	0
4933440M02Rik	4933440M02Rik	0	0.016964	0	0	0.038781	0	0.014496	0	0	0.120118	0	0	0	0	0	0	0	0
5031410I06Rik	5031410I06Rik	0.113948	0.09456	0.090744	0.13698	0.150871	0.07668	0.166028	0.199954	0.100633	0.133087	0.175795	0.158349	0.174826	0.194392	0.167721	0.0695	0.098931	0.016272
5031414D18Rik	5031414D18Rik	0.010773	0.02015	0	0	0	0.020426	0	0.024439	0.008644	0.020383	0	0	0	0.01731	0	0	0	0
5031425E22Rik	5031425E22Rik	2.230618	2.360044	2.629278	1.681801	1.577641	1.441824	1.782689	1.337444	1.771626	1.960991	1.6683	1.729806	1.715336	1.837301	2.411796	1.565504	1.737201	1.032155
5031425F14Rik	5031425F14Rik	0	0	0	0	0	0	0	0.014112	0	0	0	0.014925	0	0	0	0	0	0
5031426D15Rik	5031426D15Rik	0	0.004192	0	0	0	0	0	0	0	0	0	0.003584	0	0	0.011561	0	0	0
5031434C07Rik	5031434C07Rik	0	0	0	0	0	0	0	0	0	0	0.012753	0.011086	0	0	0	0.01154	0	0
5031434O11Rik	5031434O11Rik	0.221078	0	0	0	0.118166	0.052397	0	0	0.044345	0	0	0	0	0	0	0.091433	0	0
5031439G07Rik	5031439G07Rik	23.778255	21.929238	23.712751	10.651173	12.813534	11.245514	10.223598	9.550482	10.867072	8.888323	9.809869	9.603102	10.590862	9.655851	9.77544	5.856616	9.510534	5.855097
5033403F01Rik	5033403F01Rik	0.049397	0.14088	0.035816	0.020522	0	0	0.1173	0.070962	0	0	0.024837	0.092346	0.018315	0.018554	0.082948	0	0	0
5033403H07Rik	5033403H07Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5033404E19Rik	5033404E19Rik	0.450826	0.527025	0.651682	1.552338	1.626522	1.389028	0.855703	1.235758	0.949499	1.119531	0.515132	0.901333	0.223448	0.181094	0.242254	0.885641	0.349589	0.525863
5033406O09Rik	5033406O09Rik	0.087445	0.212627	0.165474	0.155406	0.093478	0.215539	0.209655	0.14547	0.098224	0.198538	0.223816	0.055945	0.16643	0.210756	0.300729	0.115728	0.216986	0.178035
5033428I22Rik	5033428I22Rik	0.036846	0	0	0	0	0.034931	0	0	0.029563	0	0	0	0	0	0	0	0	0
5330411J11Rik	5330411J11Rik	0.037111	0	0.019507	0.263812	0.277699	0.228681	0.074146	0.168371	0.104213	0.245751	0.271387	0.267102	0.161864	0.283235	0.239299	0.107437	0.180885	0.125927
5330413P13Rik	5330413P13Rik	0.015301	0.021464	0	0.006798	0.089961	0.029011	0.024457	0.03471	0.036829	0.072374	0.055947	0.018355	0.012134	0.012293	0	0.006328	0.00678	0.03245
5330417C22Rik	5330417C22Rik	0.100908	0.070778	0.079563	0.149445	0.260688	0.310906	0.120967	0.133531	0.161925	0.159101	0.322845	0.342967	0.293418	0.263472	0.202435	0.139111	0.238471	0.135538
5330426P16Rik	5330426P16Rik	1.107369	0.896515	1.094666	0.249673	0.51238	0.39172	0.567984	0.412427	0.464132	0.375255	0.347492	0.185047	0.616032	0.677192	0.667877	0.478487	0.43942	0.224336
5330434G04Rik	5330434G04Rik	0.024257	0.007562	0.0085	0	0	0.007665	0	0.018342	0	0	0	0.006466	0	0	0	0	0	0
5330439B14Rik	5330439B14Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5430401F13Rik	5430401F13Rik	0	0	0	0	0	0.069664	0	0.055566	0	0	0.067172	0	0	0	0	0	0	0
5430402E10Rik	5430402E10Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5430402O13Rik	5430402O13Rik	0	0.035059	0.07882	0	0	0	0.029959	0.028346	0	0.10639	0	0.059958	0.029728	0.060233	0.096691	0	0.033222	0
5430403N17Rik	5430403N17Rik	0.190936	0.283605	0.306998	0.209586	0.156084	0.127773	0.412901	0.314236	0.37848	0.233754	0.154003	0.170658	0.124696	0.144372	0.144847	0.102192	0.109489	0.095279
5430405H02Rik	5430405H02Rik	1.532117	0.830827	0.802824	0.697183	1.352856	0.778182	1.469729	1.525734	1.693404	0.457217	1.604883	1.154554	1.005911	1.159947	0.67327	0.425331	1.552744	0.186957
5430416N02Rik	5430416N02Rik	17.473413	23.611427	17.646454	19.439118	17.281792	24.586899	30.898022	22.368073	25.555297	28.049105	25.405318	22.171002	20.512557	24.483413	23.303521	21.793531	22.80114	27.020051
5430416O09Rik	5430416O09Rik	0.020229	0.025225	0.007089	0	0	0.012785	0	0.015296	0	0.006379	0	0.005392	0	0.010834	0.005797	0	0	0.01144
