"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"Fam114a2",27.0631234292846,-0.0435611739895288,0.238116992679454,-0.17776995397964,0.858903644715357,0.96513902522421
"Fam117a",12.90789323601,0.702394567940538,0.301816576215254,2.23529550876796,0.0253979547313477,0.122593198115632
"Fam117b",12.5124020049461,-0.0512260000113757,0.309450729917476,-0.154095963000307,0.877534071322183,0.970901087511516
"Fam118a",18.2976819748334,0.194854153474329,0.269291518513767,0.700852262584146,0.483395218554943,0.79735512145141
"Fam118b",15.9409255066253,-0.111758304432786,0.285296975271965,-0.393970775658701,0.693602615597144,0.913171629961794
"Fam120a",31.0646133627025,0.598065557314335,0.22700141950123,2.60588671755422,0.00916367634512218,0.0550615760856685
"Fam120aos",2.58783147715649,-0.0738689734024024,0.286826350089656,-0.26778024410932,0.788868478465553,NA
"Fam120b",3.01184180521243,0.150703744634005,0.304067878455367,0.430370938507024,0.666925831955628,NA
"Fam120c",0,NA,NA,NA,NA,NA
"Fam122a",3.82260109095432,0.182941678430319,0.316139908205417,0.56896716052591,0.569378426168236,NA
"Fam122b",5.77402723523348,0.341115521869361,0.329257249418773,1.03512916309986,0.300608594724244,0.649408012091021
"Fam122c",0,NA,NA,NA,NA,NA
"Fam124a",0.143943098160321,0.0396814402201094,0.0814698739956326,0.408378671955357,0.682995689207928,NA
"Fam124b",0,NA,NA,NA,NA,NA
"Fam126a",2.48136611621015,0.26001521117201,0.287277723857061,0.803220009138587,0.421847582351938,NA
"Fam126b",1.76254227140714,0.044179862937977,0.254750432443505,0.192747930502739,0.847156384111975,NA
"Fam129a",11.0605328674421,-0.201245674235201,0.317478133341927,-0.628195568139935,0.529875833212959,0.826871101700456
"Fam129b",54.4007005907203,0.248984998510959,0.180325877509399,1.3858040352148,0.165806749898693,0.462615038426035
"Fam129c",0.194847495400154,0.0396814402201094,0.0814698739956326,0.408381155230619,0.682993866360263,NA
"Fam131a",0.708543228180609,-0.022146782490657,0.151802995201054,-0.121952408700632,0.902936709201963,NA
"Fam131b",0.731170180505473,0.0548175421792996,0.13466180007653,0.228961599391803,0.818898762573638,NA
"Fam131c",5.36903896132446,-0.320522669311085,0.325643102453622,-1.10684958402506,0.268358966350384,0.610122330902274
"Fam132a",1.41534410951264,0.117435785478835,0.236730410634864,0.356676430631578,0.721334052139682,NA
"Fam132b",1.93297502836443,0.284886163046354,0.264062518203428,0.789676588474172,0.429716667230096,NA
"Fam133b",24.5010486064194,-0.418813556890854,0.249647112582233,-1.67664978230414,0.093610985888543,0.318724783170924
"Fam134a",17.1457617022756,0.25152530391755,0.276893869279395,0.873573481428417,0.382350573075772,0.724646128726852
"Fam134b",2.34118398297263,0.0148050950347021,0.281540362798722,0.042741733635527,0.965907411320032,NA
"Fam134c",13.9441835097874,0.0492936751208836,0.29507508870343,0.150612594271649,0.880281325937808,0.971376243178956
"Fam135a",7.05361656800109,0.298193337589637,0.328866787042725,0.830537402886072,0.406235009763052,0.741997359579228
"Fam135b",0,NA,NA,NA,NA,NA
"Fam136a",127.67852838025,-0.909859910708232,0.141139948017746,-6.43919287993967,1.20110487558063e-10,7.23681415852619e-09
"Fam13a",0.143943098160321,0.0396814402201094,0.0814698739956326,0.408378671955357,0.682995689207928,NA
"Fam13b",8.04722760805514,0.346262930579885,0.326507233208062,1.01002557154347,0.3124830388181,0.660210442023959
"Fam13c",2.1685911155232,-0.165933024031062,0.274921591404147,-0.593293162037391,0.552984974199143,NA
"Fam149a",0.437966429126137,0.00908044535439037,0.081556863064194,0.0513792588808092,0.959023311955901,NA
"Fam149b",10.3927916812036,-0.0193590570416184,0.317182347054281,-0.0702884354991398,0.943964086876719,0.985644745430562
"Fam150a",0,NA,NA,NA,NA,NA
"Fam150b",0,NA,NA,NA,NA,NA
"Fam151a",0,NA,NA,NA,NA,NA
"Fam151b",0.849011724516606,0.0174532820158114,0.17708182278776,0.105047113991784,0.916338423939613,NA
"Fam155a",0,NA,NA,NA,NA,NA
"Fam159a",0.421691636897929,0.0090694913786304,0.0815579851472047,0.0513802848945466,0.959022494395224,NA
"Fam159b",0,NA,NA,NA,NA,NA
"Fam160a1",1.1278041429795,0.243380994574727,0.17606063533748,0.807840973383509,0.419182134632975,NA
"Fam160a2",4.91648377200324,0.265846882353599,0.327094368336765,0.75722061170415,0.448917703581813,0.776262397356149
"Fam160b1",8.01614204870787,0.102412322651727,0.327172987076333,0.304108750314132,0.761045040582658,0.939793404613742
"Fam160b2",4.88961823993926,0.0727846251934635,0.32637407985308,0.234266577371375,0.814778031404506,0.95445999627829
"Fam161a",0.168002557320753,0.00993284839043506,0.0814698739956326,0.121926587635856,0.902957158829106,NA
"Fam161b",0.226608642752215,0,0.0814698739956326,0,1,NA
"Fam162a",122.32466079217,-1.12812768779989,0.164393697233535,-6.84906463222925,7.43344096429094e-12,5.64817622603373e-10
"Fam162b",0.266581468277211,0.0248071443052722,0.0814698739956326,0.223475389608001,0.823165535068507,NA
"Fam163a",0,NA,NA,NA,NA,NA
"Fam163b",0.497858418915595,-0.00900993548940398,0.0892735481166143,-0.0685168818916868,0.94537418184938,NA
"Fam166a",0,NA,NA,NA,NA,NA
"Fam166b",0,NA,NA,NA,NA,NA
"Fam167a",1.83380632276168,0.096273880898381,0.255667635170721,0.458578172433336,0.646537114191789,NA
"Fam167b",0,NA,NA,NA,NA,NA
"Fam168a",5.92227784462273,0.386621009793076,0.329554821012953,1.1404532000605,0.25409753969177,0.590584085370777
"Fam168b",30.0691389479286,0.520958382278632,0.219092452219666,2.32469961244913,0.0200880280256307,0.101362833169729
"Fam169a",50.1339973874147,-0.181505566495598,0.198106747910699,-0.899187588872859,0.368552749977509,0.713322855931847
"Fam169b",2.90997086765903,-0.183838618896968,0.294250738579178,-0.747564758305421,0.454722728378603,NA
"Fam170a",0,NA,NA,NA,NA,NA
"Fam170b",0,NA,NA,NA,NA,NA
"Fam171a1",3.27579573683718,0.186620529131371,0.309642332582334,0.544286324158893,0.586244456374389,NA
"Fam171a2",2.59649306900136,0.0194568818575205,0.29150931810221,0.0234440485675248,0.981296068974021,NA
"Fam171b",1.17386949290822,0.175161479881482,0.216784634244822,0.633234762087732,0.526580348249534,NA
"Fam172a",3.2287289417188,0.111917801006375,0.308603908660674,0.334842581589486,0.737743837329499,NA
"Fam173a",7.37649191935634,-0.171387383449656,0.329166756691925,-0.520532084251297,0.602692771655982,0.868013462748078
"Fam173b",5.49526628611698,-0.183772890589124,0.328668521754065,-0.560643161775548,0.575040821491451,0.853341812914139
"Fam174a",3.08152427509574,-0.0608246659883991,0.304919740194488,-0.201592200508301,0.840235543141187,NA
"Fam174b",1.7012308493805,-0.0601267509253222,0.252915231512274,-0.230121328403794,0.817997491925492,NA
"Fam175a",14.2848642354814,-0.663685047549345,0.301692123167478,-2.20610681611728,0.0273765215863654,0.129537687506217
"Fam175b",8.1613706087211,0.00405972787223795,0.326367295695503,0.006165385363175,0.995080765372314,0.998860602124511
"Fam177a",3.22946077250673,0.257157145971215,0.308126512207525,0.725494260315267,0.468148864799881,NA
"Fam178a",14.2510322216158,0.322810617151054,0.296326023950965,1.0702490087992,0.284507239835018,0.62983615579483
"Fam178b",13.3634487238661,-0.111192296015466,0.306352995135101,-0.351492735609821,0.72521872140403,0.925990714832107
"Fam179a",0,NA,NA,NA,NA,NA
"Fam179b",6.90492276673324,-0.000643014021718558,0.330035458414935,0.0285456557689915,0.977226954812175,0.994246225602606
"Fam180a",0,NA,NA,NA,NA,NA
"Fam181a",0,NA,NA,NA,NA,NA
"Fam181b",0.143943098160321,0.0396814402201094,0.0814698739956326,0.408378671955357,0.682995689207928,NA
"Fam183b",2.34124216681171,-0.429946150895542,0.26555175215996,-2.06420920199301,0.0389978854156851,NA
"Fam184a",1.00770541100591,-0.0350725997033821,0.208086171408647,-0.170672130920047,0.864481577571306,NA
"Fam184b",1.00770541100591,-0.0350725997033821,0.208086171408647,-0.170672130920047,0.864481577571306,NA
"Fam185a",5.92882134250833,0.0341734552226668,0.329747758778889,0.104603868928724,0.916690144590211,0.979832963732679
"Fam186b",0,NA,NA,NA,NA,NA
"Fam187a",0,NA,NA,NA,NA,NA
"Fam187b",1.50556382992151,-0.0578200923828947,0.242847214645316,-0.220627724810055,0.825382311689833,NA
"Fam188a",20.3878571441545,-0.11832337789312,0.266544876032142,-0.438783075118195,0.66081872501026,0.898619402504822
"Fam188b",1.38663461524335,-0.0932744085218515,0.231313426038005,-0.394830523187343,0.692967966997065,NA
"Fam189a1",0,NA,NA,NA,NA,NA
"Fam189a2",0.314477945231505,0,0.0814698739956326,0,1,NA
"Fam189b",6.77750229533942,0.324560448951466,0.329523217099253,0.942127336211715,0.34612745046389,0.691685758319228
"Fam192a",60.0056793265801,-0.172612659048182,0.178202120789353,-0.964957757023699,0.334565970555989,0.683678287657891
"Fam193a",13.2213656541115,0.238917573833256,0.301529393680852,0.775873692449362,0.437823567140646,0.766548258411247
"Fam193b",7.55758254671055,-0.101302172794204,0.328813052009769,-0.304433276959324,0.760797818794176,0.939793404613742
"Fam195a",10.6165586223785,-0.351195091610495,0.320381575250211,-1.10560519211447,0.26889744153283,0.610122330902274
"Fam195b",49.5080872610695,-0.11898076493788,0.184736613358293,-0.647488890619642,0.5173155822316,0.818193144629268
"Fam196a",0,NA,NA,NA,NA,NA
"Fam196b",0.389921724029933,-0.0346900393540765,0.0814698739956326,-0.416084591352337,0.677348104768456,NA
"Fam198a",0,NA,NA,NA,NA,NA
"Fam198b",0.8156348674923,-0.0278173046695197,0.17780900252789,-0.144953256586567,0.884747777744135,NA
"Fam199x",2.70081951957041,0.556312094335989,0.288375435871151,1.50993857002977,0.131059099738549,NA
"Fam19a1",0,NA,NA,NA,NA,NA
"Fam19a2",0,NA,NA,NA,NA,NA
"Fam19a3",0,NA,NA,NA,NA,NA
"Fam19a4",1.38794289927434,-0.102264528441189,0.235843924207955,-0.359714991689006,0.719060279755864,NA
"Fam19a5",2.35439050018611,0.0376105660258986,0.283164749949941,0.085947679769331,0.931508008735303,NA
"Fam204a",12.0421589712528,-0.0898280476866209,0.308812589184631,-0.292798785263951,0.769675956804303,0.941755339462827
"Fam205a1",0,NA,NA,NA,NA,NA
"Fam205a2",0,NA,NA,NA,NA,NA
"Fam205c",0,NA,NA,NA,NA,NA
"Fam206a",4.57929072581651,0.171534293416666,0.325654856137314,0.4852176388533,0.627521971176409,0.88001526076255
"Fam207a",24.8661849342944,0.0332572672822616,0.240136653007005,0.127679625793637,0.898402514369987,0.977340054173635
"Fam208a",17.0924338052073,-0.307638886437184,0.292538316305631,-1.04760361284315,0.294821272222148,0.643105349311375
"Fam208b",18.3581498740202,0.138526297488631,0.276824168100522,0.483202304158046,0.628952099465668,0.880037539427375
"Fam209",0.143943098160321,0.0396814402201094,0.0814698739956326,0.408378671955357,0.682995689207928,NA
"Fam20a",0,NA,NA,NA,NA,NA
"Fam20b",15.2238444578865,0.655055279525206,0.286273187819431,2.2039926039317,0.0275248642344862,0.129969814650463
"Fam20c",1.34976338004983,0.139353364691463,0.231401734877053,0.552655045970505,0.580499641293085,NA
"Fam21",27.9424294146404,0.143199876860135,0.238424063174632,0.61498647833234,0.538563650223187,0.832005929810494
"Fam210a",6.00760587126595,0.166130634717053,0.329890551994306,0.484935346371033,0.627722208393184,0.88001526076255
"Fam210b",2.01541082201183,-0.0663243618204657,0.269160813065911,-0.248458613917814,0.803779587567236,NA
"Fam212a",0.880399455779621,-0.105399576837957,0.174649517678213,-0.469136728481005,0.638971907526028,NA
"Fam212b",0.404428084242663,0.0512801990538195,0.0815784513874081,0.253347370097248,0.799999793722882,NA
"Fam213a",11.106329084229,0.380011828396105,0.312940432758735,1.16440255379365,0.244260913146991,0.577735669539367
"Fam213b",20.7980529858572,-0.722584417461852,0.2791735360583,-2.60541654652526,0.00917626246999766,0.0550817387764573
"Fam214a",1.00770541100591,-0.0350725997033821,0.208086171408647,-0.170672130920047,0.864481577571306,NA
"Fam214b",2.44788300028138,0.104093883853921,0.285623123752944,0.358453961005589,0.720003615660133,NA
"Fam216a",17.8738335006028,0.138303437108353,0.275035890784133,0.476390021728502,0.633796542114661,0.882687776233615
"Fam216b",0,NA,NA,NA,NA,NA
"Fam217a",0,NA,NA,NA,NA,NA
"Fam217b",0.870072987815536,-0.0301585964284154,0.188306772892979,-0.15396331618007,0.877638660092856,NA
"Fam219a",1.48393926031562,0.220857167958363,0.236189049530544,0.641415738855691,0.521252609989208,NA
"Fam219aos",1.16122971495214,0.220178500869431,0.203358457354448,0.757638537705507,0.448667402817871,NA
"Fam219b",3.4555244311643,0.0818297312061067,0.313910005326081,0.207255190899493,0.835810566791926,NA
"Fam220a",12.561909837267,0.246590220157176,0.305021148921938,0.79724262666705,0.425310134004956,0.756884310054739
"Fam221a",2.14644934327706,-0.11516747683218,0.271546360538489,-0.450773136754562,0.652153064304434,NA
"Fam221b",0,NA,NA,NA,NA,NA
"Fam222a",6.3500983635704,1.12354769177906,0.328900178191294,2.97412092791653,0.00293829253000735,0.0220686583925922
"Fam222b",13.7482012083727,0.238118891831502,0.29946499603114,0.7864274577845,0.43161710253075,0.762657513942104
"Fam227a",0,NA,NA,NA,NA,NA
"Fam227b",0,NA,NA,NA,NA,NA
"Fam228a",0,NA,NA,NA,NA,NA
"Fam228b",0.049090664111819,0,0.0814698739956326,0,1,NA
"Fam229a",0.0592751597091447,0,0.0814698739956326,0,1,NA
"Fam229b",2.6822008030274,-0.327171407087712,0.289173646594309,-1.23943691719265,0.215183736871205,NA
"Fam24a",0,NA,NA,NA,NA,NA
"Fam25c",72.5227620366244,-2.48081443865745,0.234467348290092,-9.75453160315045,1.76413151727901e-22,4.12444901911539e-20
"Fam26d",0,NA,NA,NA,NA,NA
"Fam26e",0.264073639847606,0.0248071443052722,0.0814698739956326,0.289670990137079,0.772067951738815,NA
"Fam26f",0.983067355831348,-0.111561928144358,0.187437520837444,-0.794613807313607,0.42683818415189,NA
"Fam32a",83.6398173176891,-0.193763776706167,0.161188213897699,-1.19952111226062,0.230325380528357,0.560463981026955
"Fam35a",4.67110908637969,-0.173970209049768,0.325282094117384,-0.538674647539521,0.590111370089294,0.862005042049693
"Fam3a",3.54866769616971,0.391421343490801,0.314001111653536,1.09194016086029,0.27485940381862,NA
"Fam3b",0,NA,NA,NA,NA,NA
"Fam3c",40.3902771217138,-0.382749551673669,0.211747165533251,-1.80123613603656,0.0716656689920812,0.263699584289668
"Fam43a",5.86913200645508,0.417108888652475,0.329495422287715,1.21519623698412,0.224291255313899,0.551385188986825
"Fam43b",0.143943098160321,0.0396814402201094,0.0814698739956326,0.408378671955357,0.682995689207928,NA
"Fam45a",12.3725679509599,0.0534768945870698,0.309238556798186,0.1829516745942,0.854835936619569,0.963601058197714
"Fam46a",0.567135493906442,0.0360270975859246,0.082104855185642,0.174805918680334,0.861232137514928,NA
"Fam46b",10.1696988405939,0.76811947072048,0.316149152016561,2.20589435535965,0.0273913975489936,0.129540852101516
"Fam46c",2.26660545495556,-0.118482231009774,0.277890590966481,-0.437098191100093,0.662040139105706,NA
"Fam46d",0,NA,NA,NA,NA,NA
"Fam47c",0,NA,NA,NA,NA,NA
"Fam47e",0,NA,NA,NA,NA,NA
"Fam49a",3.69064193908458,0.196753006515099,0.317115027206771,0.544803213117034,0.585888868569965,NA
"Fam49b",36.0716462158052,-0.121029652747693,0.210569836466957,-0.57406292751593,0.565925219083016,0.849399218637816
"Fam50a",41.0538117946186,0.040667704327145,0.218310670501858,0.194124314645892,0.846078543421615,0.961355328140441
"Fam50b",0,NA,NA,NA,NA,NA
"Fam53a",22.0451028548127,-0.349283227638355,0.261332268430902,-1.3344988717867,0.182040416359337,0.487937124623689
"Fam53b",1.85113975927895,0.116265046171161,0.260005248595617,0.396576031069789,0.691680130647346,NA
"Fam53c",22.2464445653467,0.314042763222067,0.252252426723364,1.22148020878593,0.22190425455644,0.549250064346064
"Fam57a",4.42657903217203,0.341598084457526,0.324844320995977,0.849821945658951,0.395424086567777,0.73506153339959
"Fam57b",3.50099522527384,0.294835063928053,0.314442467032897,0.778759969445672,0.436121122542224,NA
"Fam58b",9.41808895663944,-0.0331075232482608,0.324300953821096,-0.0921157930286687,0.926606040779376,0.9823271232454
"Fam60a",224.930937350302,-0.8812785935842,0.112457499013048,-7.8318468149099,4.80755073455311e-15,5.84469967968737e-13
"Fam63a",37.340257103645,-0.356243414844968,0.23177267598167,-1.51984341943156,0.128550333601693,0.397473446015073
"Fam63b",0.143943098160321,0.0396814402201094,0.0814698739956326,0.408378671955357,0.682995689207928,NA
"Fam64a",45.5248045484147,-0.257098544116086,0.186597975067645,-1.38392206617721,0.166382319301386,0.462968694119416
"Fam65a",10.5623459401314,0.997434760836655,0.314563614985762,2.90973911374564,0.00361730564730858,0.0261559023728467
"Fam65b",0,NA,NA,NA,NA,NA
"Fam65c",0,NA,NA,NA,NA,NA
"Fam69a",3.61449322897538,0.0198190207496005,0.313875711437317,0.0608224973204821,0.951500573217797,NA
"Fam69b",5.94034380288551,-0.224564992697005,0.32879904474083,-0.709467306196171,0.478034533025624,0.794965610236852
"Fam69c",0,NA,NA,NA,NA,NA
"Fam71a",0,NA,NA,NA,NA,NA
"Fam71b",0,NA,NA,NA,NA,NA
"Fam71d",0,NA,NA,NA,NA,NA
"Fam71e1",0,NA,NA,NA,NA,NA
"Fam71e2",0,NA,NA,NA,NA,NA
"Fam71f1",0,NA,NA,NA,NA,NA
"Fam71f2",0,NA,NA,NA,NA,NA
"Fam72a",8.62865062202761,-0.77297034406513,0.327245873975605,-2.3930800978808,0.0167075932383695,0.0879678375054353
"Fam73a",10.9483440481073,0.254867747420144,0.314156836091808,0.789140367553528,0.43002997061809,0.761361800406941
"Fam73b",5.28946222609527,0.295322331022488,0.328550939908446,0.815340964619515,0.414877166442356,0.748829022895526
"Fam76a",15.1689080666192,0.169657114175615,0.297898674601155,0.61728484849269,0.537046858829135,0.831640238463264
"Fam76b",11.4334852108346,-0.180022596410121,0.313997305456488,-0.569838071599677,0.568787530875924,0.849640351659024
"Fam78a",1.50499917713735,-0.0892353926032544,0.234579645311332,-0.504363713019394,0.614005812663232,NA
"Fam78b",0.04516668528702,0.00993284839043506,0.0814698739956326,0.121921614075947,0.902961097769562,NA
"Fam81a",3.85626872941792,-0.146927936150947,0.312504307059514,-0.519279630517405,0.603565755843319,NA
"Fam83a",0,NA,NA,NA,NA,NA
"Fam83b",1.15795918413618,0.203653569712317,0.210794022140634,0.711329539215098,0.476880050825647,NA
"Fam83c",0,NA,NA,NA,NA,NA
"Fam83d",26.9668279043186,0.0245159166621378,0.232345972783025,0.0911323403214025,0.927387435692865,0.982332555604966
"Fam83e",0,NA,NA,NA,NA,NA
"Fam83f",1.29559160732656,0.22397361877254,0.229056368914302,0.784187325253001,0.432930201209387,NA
"Fam83g",4.1399501768427,0.451707968925748,0.322100787541463,1.2167212944873,0.223710274212227,0.551071241889807
"Fam83h",11.5725117589208,0.711818120801381,0.309160905801624,2.16653228483123,0.0302705355525189,0.139891912401352
"Fam84a",0.529490458676717,-0.0129898461776423,0.10445042798566,-0.081266442806956,0.935230060453943,NA
"Fam84b",2.80241381267697,0.265405191940863,0.2968156366126,0.751905946282205,0.452107621959621,NA
"Fam89a",2.47611829010863,0.180120637511094,0.287362117960361,0.471350028175778,0.637390795287992,NA
"Fam89b",20.415534761414,0.243645907726624,0.259034002665048,0.908354962396637,0.363690712562624,0.708104616301193
"Fam8a1",9.03348768783587,0.319193845079437,0.3218220383333,0.921765407526768,0.356650954890414,0.701757316938021
"Fam90a1a",0,NA,NA,NA,NA,NA
"Fam92a",27.3733648751227,-0.296032345765511,0.267416898673501,-1.10647338674473,0.268521676844927,0.610122330902274
"Fam92b",0,NA,NA,NA,NA,NA
"Fam96a",68.4785571520406,-0.64636004836053,0.19516084283586,-3.31305756431778,0.000922819844062652,0.00849068752589632
"Fam96b",137.986226383302,-0.565959748101535,0.188100953980046,-3.00871682983773,0.0026235351740108,0.0200514616233281
"Fam98a",33.5929570753033,-0.112471004021832,0.212004665688951,-0.537023150210344,0.591251623121912,0.862343956597696
"Fam98b",54.3654801661858,0.158669371839592,0.173624879361006,0.906814297507086,0.364505007839598,0.70864747579562
"Fam98c",17.1018031229856,-0.602400722989687,0.291103963797519,-2.08265586451905,0.0372826031590325,0.164860705918554
"Fan1",2.20479675120579,-0.0681257072443714,0.275045535952033,-0.254033041473017,0.799470031781917,NA
"Fanca",16.9520557540939,0.00197348799035374,0.281396305238655,0.00517680111954892,0.995869528761309,0.998860602124511
"Fancb",8.5164282808291,-0.280131475236353,0.32707927553632,-0.861837661619508,0.388776856958792,0.730599213056527
"Fancc",6.18840205802685,-0.0435517735368746,0.329954237155773,-0.128123922175039,0.898050904909367,0.977340054173635
"Fancd2",19.499161591105,0.0117375997709149,0.272415565242073,0.0550213274871446,0.956121472650172,0.988376824536341
"Fancd2os",1.55675976434952,0.00495871462950001,0.241092995839321,0.0514863966873395,0.958937941345906,NA
"Fance",19.6378317641799,-0.172886837418235,0.269195491150469,-0.637437596305892,0.523839845771578,0.822661335471108
"Fancf",4.46960023773731,0.0140301512714264,0.32292419735422,0.0705412460091608,0.943762872728353,0.985644745430562
"Fancg",6.01894738471052,-0.190241964911717,0.329727615901763,-0.581430636495267,0.560950254414784,0.847184241948088
"Fanci",19.0741104840717,-0.267941814004026,0.278684070791828,-0.951621501222982,0.341288973099775,0.687858721645391
"Fancl",27.886535217002,-0.588008636597559,0.241308451176571,-2.43415468191272,0.0149266148004713,0.080868017677182
"Fancm",9.41784958075737,-0.0362867135280375,0.323483073563513,-0.105154704974067,0.916253051580661,0.979832963732679
"Fank1",0.102539464269335,0.00993284839043506,0.0814698739956326,0.121924147314565,0.902959091504885,NA
"Fap",0,NA,NA,NA,NA,NA
"Far1",34.9534538130619,-0.0259039933764517,0.214176991614058,-0.121262399973631,0.903483200668508,0.9782343136137
"Far1os",0,NA,NA,NA,NA,NA
"Far2",0.413078506652178,0.0239722430692126,0.0815550772645511,0.223481645265152,0.823160666872095,NA
"Farp1",8.9455723406242,0.900313849800622,0.322375698273093,2.48097116026894,0.0131024973599366,0.0732037812058225
"Farp2",0.753298324360514,0.0652411284884351,0.163794442986146,0.457183745899029,0.647538980271929,NA
"Fars2",10.3908062902847,-0.168922992359809,0.319326298966056,-0.5257597937289,0.599055113149173,0.866188474737419
"Farsa",144.871487856603,-0.149869857889562,0.118365907548853,-1.26350997900098,0.206405962647082,0.525114276622795
"Farsb",128.277801374291,0.135189547830212,0.126275847832495,1.07619737770641,0.281838992284953,0.62632413640122
"Fas",0.236471167878899,-0.00494144752440213,0.0814698739956326,-0.0606538382510023,0.951634895690367,NA
"Fasl",0,NA,NA,NA,NA,NA
"Fasn",137.67862850097,-0.0726249411529042,0.149004415181874,-0.489839068835271,0.624247782198199,0.878513856780858
"Fastk",25.9913563026279,0.0499004112289455,0.243944063511789,0.213351907488626,0.831052489112139,0.958128273428488
"Fastkd1",8.23064371633013,-0.0648290767884647,0.328035770518872,-0.177806527311927,0.858874920983736,0.96513902522421
"Fastkd2",39.3345620255216,-0.412750685656512,0.21386394808669,-1.92660165319616,0.0540292924763152,0.216511365926083
"Fastkd3",20.6867470310231,-0.315229082978716,0.268982911413707,-1.16622604439249,0.243523065145171,0.576738521556796
"Fastkd5",10.3910212345559,-0.0693193847305609,0.319973484169685,-0.200016963031739,0.84146731460504,0.960657282342938
"Fat1",64.1559257574493,0.75716484760077,0.250935930401436,2.97178236563812,0.00296076478181311,0.0221826238952933
"Fat2",0,NA,NA,NA,NA,NA
"Fat3",0,NA,NA,NA,NA,NA
"Fat4",0,NA,NA,NA,NA,NA
"Fate1",0,NA,NA,NA,NA,NA
"Fau",3092.40205873873,-0.787290150797092,0.139892744693001,-5.62889483997733,1.81367925623334e-08,6.45981541341233e-07
"Faxc",1.46921395581319,0.30120418159772,0.234320988718816,0.906865686824421,0.364477828432936,NA
"Fbf1",4.55568247209745,0.161368266294212,0.324747976101089,0.496002086840191,0.619892938607975,0.87630756809729
"Fbl",608.59313258932,-0.188253907270082,0.12266466921339,-1.53396652068868,0.125037889351932,0.390309988055774
"Fblim1",109.85531103345,-0.0278324831052547,0.153584192561486,-0.145501905337686,0.884314611517704,0.973398241351752
"Fbll1",0,NA,NA,NA,NA,NA
"Fbln1",7.16799035463313,0.233165323710826,0.328812391748864,0.668105441727369,0.504066288476708,0.80753149143539
"Fbln2",0.650457347220278,-0.0443097968885258,0.136559389942192,-0.381609221986985,0.702751242858708,NA
"Fbln5",0.143943098160321,0.0396814402201094,0.0814698739956326,0.408378671955357,0.682995689207928,NA
"Fbln7",0.0491916315482403,0.00993284839043505,0.0814698739956326,0.121921614075947,0.902961097769562,NA
"Fbn1",1.54354406768271,0.451124917175287,0.230807287054206,1.34724218640732,0.177902245167771,NA
"Fbn2",0.0943583168352603,0.0248071443052722,0.0814698739956326,0.28966347446391,0.772073702002375,NA
"Fbp1",0.278420904848844,-0.0198157434392393,0.0814698739956326,-0.167657967589497,0.866852365032476,NA
"Fbp2",1.10770047235757,-0.0360497992790354,0.214719934864064,-0.174750167228876,0.86127594647701,NA
"Fbrs",10.5928594543844,0.315586321994228,0.318190158077857,1.00358708253106,0.315577683414632,0.66392185449345
"Fbrsl1",6.41569639389704,0.174596966483187,0.329927637447814,0.539468081703793,0.589563915110163,0.861680782528906
"Fbxl12",4.07591757506659,0.43925690533723,0.320862489901399,1.2146858678473,0.224485924577347,0.551715002775268
"Fbxl12os",0,NA,NA,NA,NA,NA
"Fbxl13",0,NA,NA,NA,NA,NA
"Fbxl14",12.5702857824538,0.334557418551152,0.304124301097075,1.06782985647693,0.28559726766354,0.630985191799408
"Fbxl15",2.87402763554219,-0.139592951985072,0.297067062412327,-0.439634719674261,0.660201690072665,NA
"Fbxl16",3.02322530786476,-0.0267425068148177,0.304112091256444,-0.104194588481046,0.917014928365199,NA
"Fbxl17",0.870072987815536,-0.0301585964284154,0.188306772892979,-0.15396331618007,0.877638660092856,NA
"Fbxl18",11.0539426319097,0.186724291999137,0.314616503012771,0.58363938008972,0.559462959703506,0.846433794811724
"Fbxl19",42.8175000453106,0.168460455002713,0.20097287843195,0.850101520893292,0.39526864613278,0.73506153339959
"Fbxl2",1.23492936403057,-0.0375555201708667,0.222505383054518,-0.179857531324755,0.857264416512737,NA
"Fbxl20",2.12353808040136,0.0561077924160586,0.27468968694857,0.164031703346147,0.869706186163712,NA
"Fbxl21",0.056649898132563,-0.0198157434392393,0.0814698739956326,-0.243226757304183,0.807829739808578,NA
"Fbxl22",0.0943583168352603,0.0248071443052722,0.0814698739956326,0.28966347446391,0.772073702002375,NA
"Fbxl3",7.52947005517605,-0.169326608394991,0.328993405148591,-0.514420964920763,0.606957704709525,0.870300416974595
"Fbxl4",2.1442150261268,0.0649746864160408,0.273897501974437,0.216841602843766,0.828331788845922,NA
"Fbxl5",24.7281619004552,-0.583519211841957,0.257981979879585,-2.26546561824785,0.0234841215777944,0.114752529767594
"Fbxl6",12.9901881538263,-0.0645646353751229,0.307287844642589,-0.203882059617398,0.838445664969249,0.960657282342938
"Fbxl7",0.200592996292884,0.0248071443052722,0.0814698739956326,0.223472927139088,0.823167451381009,NA
"Fbxl8",0.143943098160321,0.0396814402201094,0.0814698739956326,0.408378671955357,0.682995689207928,NA
"Fbxo10",1.85984248005495,0.0330300569919608,0.261041293272018,0.124039716006909,0.901283829041504,NA
"Fbxo11",12.1271240858692,0.294829471654303,0.309040019187211,0.948671058197727,0.34278793825394,0.688686986730794
"Fbxo15",135.145590759492,-1.31111116627875,0.162127504767159,-8.07415115444899,6.79476627290247e-16,8.85066841090353e-14
